"","President","File","Term","Party","Date","Words","Win","type","links","urls","sentences","word.count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","sent.id"
"1558","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","It was matured and continued by the Declaration of Independence in 1776.",11,0,0.0908265213442325,0,0,0.0908265213442325,0,0.0908265213442325,0.0908265213442325,0,0.0908265213442325,42
"1559","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","It was further matured, and the faith of all the then thirteen States expressly plighted and engaged that it should be perpetual, by the Articles of Confederation in 1778.",28,0,0.0714030703320243,0,0,0.0714030703320243,0,0,0.0714030703320243,0,0.0714030703320243,43
"1560","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","And finally, in 1787, one of the declared objects for ordaining and establishing the Constitution was to form a more perfect Union.",21,0,0.0951927653498334,0.0475963826749167,0,0.0951927653498334,0,0.0475963826749167,0.0951927653498334,0,0.0951927653498334,44
"1561","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","But if destruction of the Union by one or by a part only of the States be lawfully possible, the Union is 'less' perfect than before the Constitution, having lost the vital element of perpetuity.",35,0.0285632676378178,0.0571265352756355,0,0,0.0285632676378178,0.0285632676378178,0,0.0571265352756355,0.0571265352756355,0.0856898029134533,45
"1562","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","It follows from these views that no State upon its own mere motion can lawfully get out of the Union;",20,0,0.0499750124937531,0,0,0,0,0,0,0,0,46
"1563","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","that 'resolves' and 'ordinances' to that effect are legally void, and that acts of violence within any State or States against the authority of the United States are insurrectionary or revolutionary, according to circumstances.",34,0.0294031167303734,0,0,0.0294031167303734,0,0.0294031167303734,0,0.0588062334607468,0.0294031167303734,0.0882093501911203,47
"1564","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","I therefore consider that in view of the Constitution and the laws the Union is unbroken, and to the extent of my ability, I shall take care, as the Constitution itself expressly enjoins upon me, that the laws of the Union be faithfully executed in all the States.",48,0,0,0,0,0,0,0,0.0208289939595918,0,0.0416579879191835,48
"1565","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Doing this I deem to be only a simple duty on my part, and I shall perform it so far as practicable unless my rightful masters, the American people, shall withhold the requisite means or in some authoritative manner direct the contrary.",42,0,0,0,0,0,0,0,0.0238038562247084,0.0238038562247084,0.0476077124494168,49
"1566","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","I trust this will not be regarded as a menace, but only as the declared purpose of the Union that it 'will' constitutionally defend and maintain itself.",27,0.0370233246945576,0,0,0.0740466493891151,0,0,0,0.0370233246945576,0.0370233246945576,0.0370233246945576,50
"1567","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","In doing this there needs to be no bloodshed or violence, and there shall be none unless it be forced upon the national authority.",24,0.083298625572678,0,0.041649312786339,0.124947938359017,0,0.083298625572678,0.041649312786339,0.041649312786339,0.124947938359017,0.041649312786339,51
"1568","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The power confided to me will be used to hold, occupy, and possess the property and places belonging to the Government and to collect the duties and imposts;",28,0,0.0357015351660121,0,0.0357015351660121,0.0357015351660121,0,0,0.0357015351660121,0.0357015351660121,0.0714030703320243,52
"1569","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","but beyond what may be necessary for these objects, there will be no invasion, no using of force against or among the people anywhere.",24,0.083298625572678,0,0,0.041649312786339,0,0,0,0,0.083298625572678,0,53
"1570","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Where hostility to the United States in any interior locality shall be so great and universal as to prevent competent resident citizens from holding the Federal offices, there will be no attempt to force obnoxious strangers among the people for that object.",42,0.0714115686741252,0.0238038562247084,0.0714115686741252,0.0476077124494168,0,0.0238038562247084,0,0.0714115686741252,0.0714115686741252,0.0952154248988336,54
"1571","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","While the strict legal right may exist in the Government to enforce the exercise of these offices, the attempt to do so would be so irritating and so nearly impracticable withal that I deem it better to forego for the time the uses of such offices.",46,0.0434688111280156,0.0434688111280156,0.0217344055640078,0.0434688111280156,0,0,0,0.0217344055640078,0.108672027820039,0.0434688111280156,55
"1572","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The mails, unless repelled, will continue to be furnished in all parts of the Union.",15,0,0.0666222518321119,0,0,0,0,0,0.0666222518321119,0,0.0666222518321119,56
"1573","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","So far as possible the people everywhere shall have that sense of perfect security which is most favorable to calm thought and reflection.",23,0,0.130378096479791,0,0,0.0869187309865276,0,0.0434593654932638,0.0869187309865276,0,0.173837461973055,57
"1574","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The course here indicated will be followed unless current events and experience shall show a modification or change to be proper, and in every case and exigency my best discretion will be exercised, according to circumstances actually existing and with a view and a hope of a peaceful solution of the national troubles and the restoration of fraternal sympathies and affections.",61,0,0.0491722668415014,0,0.0327815112276676,0.0491722668415014,0.0163907556138338,0.0327815112276676,0.081953778069169,0.0163907556138338,0.0983445336830028,58
"1575","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","That there are persons in one section or another who seek to destroy the Union at all events and are glad of any pretext to do it I will neither affirm nor deny;",33,0.0302938503483793,0.0605877006967586,0,0,0.0302938503483793,0,0,0.0302938503483793,0.0302938503483793,0.0605877006967586,59
"1576","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","but if there be such, I need address no word to them.",12,0,0,0,0,0,0,0,0.0832639467110741,0,0.0832639467110741,60
"1577","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","To those, however, who really love the Union may I not speak?",12,0,0,0,0,0.0832639467110741,0,0,0,0,0.0832639467110741,61
"1578","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Before entering upon so grave a matter as the destruction of our national fabric, with all its benefits, its memories, and its hopes, would it not be wise to ascertain precisely why we do it?",35,0.0285632676378178,0,0,0.0285632676378178,0,0.0285632676378178,0,0,0.0571265352756355,0.0285632676378178,62
"1579","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Will you hazard so desperate a step while there is any possibility that any portion of the ills you fly from have no real existence?",25,0,0.039984006397441,0,0.039984006397441,0,0,0,0.039984006397441,0.079968012794882,0.079968012794882,63
"1580","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Will you, while the certain ills you fly to are greater than all the real ones you fly from, will you risk the commission of so fearful a mistake?",29,0,0.0344708721130645,0,0.0689417442261289,0,0.0689417442261289,0,0.0689417442261289,0.103412616339193,0.0689417442261289,64
"1581","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","All profess to be content in the Union if all constitutional rights can be maintained.",15,0,0,0,0,0.0666222518321119,0,0,0.133244503664224,0,0.133244503664224,65
"1582","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Is it true, then, that any right plainly written in the Constitution has been denied?",15,0,0,0,0,0.0666222518321119,0.0666222518321119,0,0.0666222518321119,0.0666222518321119,0.0666222518321119,66
"1583","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","I think not.",3,0,0,0,0,0,0,0,0,0,0,67
"1584","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Happily, the human mind is so constituted that no party can reach to the audacity of doing this.",18,0,0,0,0,0.0555247084952804,0,0,0,0.0555247084952804,0.0555247084952804,68
"1585","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Think, if you can, of a single instance in which a plainly written provision of the Constitution has ever been denied.",21,0,0,0,0,0,0.0475963826749167,0,0,0.0475963826749167,0,69
"1586","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","If by the mere force of numbers a majority should deprive a minority of any clearly written constitutional right, it might in a moral point of view justify revolution;",29,0.103412616339193,0.0344708721130645,0,0.0689417442261289,0.0344708721130645,0.0344708721130645,0.0344708721130645,0.103412616339193,0.103412616339193,0.172354360565322,70
"1587","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","certainly would if such right were a vital one.",9,0,0,0,0,0,0,0,0,0,0.110987791342952,71
"1588","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","But such is not our case.",6,0,0,0,0.166389351081531,0,0.166389351081531,0,0,0.166389351081531,0,72
"1589","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","All the vital rights of minorities and of individuals are so plainly assured to them by affirmations and negations, guaranties and prohibitions, in the Constitution that controversies never arise concerning them.",31,0,0,0,0,0,0,0,0.0322476620445018,0,0.0644953240890035,73
"1590","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","But no organic law can ever be framed with a provision specifically applicable to every question which may occur in practical administration.",22,0,0,0,0,0,0,0,0.0454338936846888,0,0.0908677873693775,74
"1591","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","No foresight can anticipate nor any document of reasonable length contain express provisions for all possible questions.",17,0,0.0587889476778366,0,0,0,0,0,0.0587889476778366,0,0.0587889476778366,75
"1592","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Shall fugitives from labor be surrendered by national or by State authority?",12,0,0.0832639467110741,0,0,0.0832639467110741,0,0.0832639467110741,0.166527893422148,0,0.166527893422148,76
"1593","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The Constitution does not expressly say.",6,0,0,0,0,0,0,0,0,0,0,77
"1594","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","'May' Congress prohibit slavery in the Territories?",7,0.14265335235378,0,0.285306704707561,0.14265335235378,0,0.14265335235378,0,0.14265335235378,0.14265335235378,0,78
"1595","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The Constitution does not expressly say.",6,0,0,0,0,0,0,0,0,0,0,79
"1596","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","'Must' Congress protect slavery in the Territories?",7,0.14265335235378,0,0.285306704707561,0.14265335235378,0,0.14265335235378,0,0.14265335235378,0.14265335235378,0.14265335235378,80
"1597","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The Constitution does not expressly say.",6,0,0,0,0,0,0,0,0,0,0,81
"1598","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","From questions of this class spring all our constitutional controversies, and we divide upon them into majorities and minorities.",19,0,0,0,0,0,0,0,0.0526038926880589,0,0.0526038926880589,82
"1599","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","If the minority will not acquiesce, the majority must, or the Government must cease.",14,0,0,0,0.0713775874375446,0.0713775874375446,0,0,0.0713775874375446,0.142755174875089,0.0713775874375446,83
"1600","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","There is no other alternative, for continuing the Government is acquiescence on one side or the other.",17,0,0,0,0.0587889476778366,0,0,0,0,0.0587889476778366,0,84
"1601","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","If a minority in such case will secede rather than acquiesce, they make a precedent which in turn will divide and ruin them, for a minority of their own will secede from them whenever a majority refuses to be controlled by such minority.",43,0,0,0,0.0465008137642409,0.0232504068821204,0.0465008137642409,0,0.0232504068821204,0.0697512206463613,0.0232504068821204,85
"1602","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","For instance, why may not any portion of a new confederacy a year or two hence arbitrarily secede again, precisely as portions of the present Union now claim to secede from it?",32,0,0.0312402374258044,0,0,0.0312402374258044,0,0.0312402374258044,0.0312402374258044,0,0.0312402374258044,86
"1603","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","All who cherish disunion sentiments are now being educated to the exact temper of doing this.",16,0,0.0624609618988132,0,0,0.0624609618988132,0,0.0624609618988132,0.0624609618988132,0,0.124921923797626,87
"1604","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Is there such perfect identity of interests among the States to compose a new union as to produce harmony only and prevent renewed secession?",24,0,0.041649312786339,0,0.041649312786339,0.083298625572678,0,0,0.083298625572678,0.041649312786339,0.083298625572678,88
"1605","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Plainly the central idea of secession is the essence of anarchy.",11,0.0908265213442325,0,0,0.0908265213442325,0,0,0,0,0.181653042688465,0,89
"1606","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","A majority held in restraint by constitutional checks and limitations, and always changing easily with deliberate changes of popular opinions and sentiments, is the only true sovereign of a free people.",31,0,0,0,0,0.0644953240890035,0,0,0.128990648178007,0,0.161238310222509,90
"1607","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Whoever rejects it does of necessity fly to anarchy or to despotism.",12,0.249791840133222,0,0.0832639467110741,0.249791840133222,0,0.249791840133222,0,0,0.249791840133222,0,91
"1608","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Unanimity is impossible.",3,0,0,0,0,0,0.332225913621262,0,0,0.332225913621262,0.332225913621262,92
"1609","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The rule of a minority, as a permanent arrangement, is wholly inadmissible;",12,0.0832639467110741,0,0.0832639467110741,0.0832639467110741,0,0,0,0.0832639467110741,0.166527893422148,0,93
"1610","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","so that, rejecting the majority principle, anarchy or despotism in some form is all that is left.",17,0.117577895355673,0,0.0587889476778366,0.117577895355673,0.0587889476778366,0.0587889476778366,0,0.0587889476778366,0.117577895355673,0.0587889476778366,94
"1611","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","I do not forget the position assumed by some that constitutional questions are to be decided by the Supreme Court, nor do I deny that such decisions must be binding in any case upon the parties to a suit as to the object of that suit, while they are also entitled to very high respect and consideration in all parallel cases by all other departments of the Government.",68,0.0294074400823408,0.0294074400823408,0,0.0441111601235112,0.0147037200411704,0.0147037200411704,0,0.0294074400823408,0.0588148801646817,0.0441111601235112,95
"1612","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","And while it is obviously possible that such decision may be erroneous in any given case, still the evil effect following it, being limited to that particular case, with the chance that it may be overruled and never become a precedent for other cases, can better be borne than could the evils of a different practice.",56,0.0357079093019104,0,0.0178539546509552,0.0357079093019104,0,0.0535618639528656,0.0178539546509552,0,0.0714158186038207,0.0178539546509552,96
"1613","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","At the same time, the candid citizen must confess that if the policy of the Government upon vital questions affecting the whole people is to be irrevocably fixed by decisions of the Supreme Court, the instant they are made in ordinary litigation between parties in personal actions the people will have ceased to be their own rulers, having to that extent practically resigned their Government into the hands of that eminent tribunal.",72,0.0138869601444244,0.0555478405776975,0.0138869601444244,0.0416608804332732,0.0138869601444244,0.0138869601444244,0.0138869601444244,0.0833217608665463,0.0694348007221219,0.0833217608665463,97
"1614","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Nor is there in this view any assault upon the court or the judges.",14,0.142755174875089,0.0713775874375446,0,0.142755174875089,0,0,0,0,0.0713775874375446,0,98
"1615","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","It is a duty from which they may not shrink to decide cases properly brought before them, and it is no fault of theirs if others seek to turn their decisions to political purposes.",34,0,0.0294031167303734,0,0.0294031167303734,0,0.0588062334607468,0,0,0.0588062334607468,0,99
"1616","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","One section of our country believes slavery is 'right' and ought to be extended, while the other believes it is 'wrong' and ought not to be extended.",27,0.0370233246945576,0,0.0370233246945576,0.0370233246945576,0,0.0370233246945576,0,0,0.0370233246945576,0,100
"1617","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","This is the only substantial dispute.",6,0.166389351081531,0,0,0,0,0,0,0,0.166389351081531,0,101
"1618","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The fugitive-slave clause of the Constitution and the law for the suppression of the foreign slave trade are each as well enforced, perhaps, as any law can ever be in a community where the moral sense of the people imperfectly supports the law itself.",44,0.0908884344467167,0,0.0454442172233583,0.0681663258350375,0,0.0454442172233583,0,0.0908884344467167,0.113610543058396,0.0681663258350375,102
"1619","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The great body of the people abide by the dry legal obligation in both cases, and a few break over in each.",22,0,0,0,0,0,0,0.0454338936846888,0.0454338936846888,0,0.0454338936846888,103
"1620","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","This, I think, can not be perfectly cured, and it would be worse in both cases 'after' the separation of the sections than before.",24,0,0,0,0.041649312786339,0,0.041649312786339,0,0,0.041649312786339,0,104
"1621","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","The foreign slave trade, now imperfectly suppressed, would be ultimately revived without restriction in one section, while fugitive slaves, now only partially surrendered, would not be surrendered at all by the other.",32,0.0937207122774133,0.0312402374258044,0.0312402374258044,0.0937207122774133,0,0.0937207122774133,0,0.0624804748516089,0.156201187129022,0.0312402374258044,105
"1622","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Physically speaking, we can not separate.",6,0,0,0,0,0,0,0,0,0,0,106
"1623","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","We can not remove our respective sections from each other nor build an impassable wall between them.",17,0.0587889476778366,0,0,0.0587889476778366,0,0.0587889476778366,0,0,0.117577895355673,0.0587889476778366,107
"1624","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","A husband and wife may be divorced and go out of the presence and beyond the reach of each other, but the different parts of our country can not do this.",31,0,0,0,0,0,0,0,0,0,0.0322476620445018,108
"1625","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","They can not but remain face to face, and intercourse, either amicable or hostile, must continue between them.",18,0.0555247084952804,0.0555247084952804,0.0555247084952804,0.0555247084952804,0.0555247084952804,0,0,0.0555247084952804,0.0555247084952804,0.166574125485841,109
"1626","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Is it possible, then, to make that intercourse more advantageous or more satisfactory 'after' separation than 'before'?",17,0,0,0,0,0,0,0,0,0,0.117577895355673,110
"1627","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Can aliens make treaties easier than friends can make laws?",10,0,0,0,0,0,0,0,0,0,0,111
"1628","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Can treaties be more faithfully enforced between aliens than laws can among friends?",13,0,0,0,0,0,0,0,0,0,0,112
"1629","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Suppose you go to war, you can not fight always;",10,0.0999000999000999,0,0,0.1998001998002,0,0,0,0,0.1998001998002,0,113
"1630","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","and when, after much loss on both sides and no gain on either, you cease fighting, the identical old questions, as to terms of intercourse, are again upon you.",29,0.0689417442261289,0.0344708721130645,0,0.0344708721130645,0.0344708721130645,0.0344708721130645,0,0,0.0689417442261289,0.0689417442261289,114
"1631","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","This country, with its institutions, belongs to the people who inhabit it.",12,0,0,0,0,0,0,0,0,0,0,115
"1632","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","Whenever they shall grow weary of the existing Government, they can exercise their 'constitutional' right of amending it or their 'revolutionary' right to dismember or overthrow it.",27,0,0.0740466493891151,0,0.0740466493891151,0.0370233246945576,0.0370233246945576,0,0.0370233246945576,0.111069974083673,0.0370233246945576,116
"1633","Abraham Lincoln","AbrahamLincoln",1,"Republican","March 4, 1861",3637,"Yes","inaug","March 4, 1861","http://www.presidency.ucsb.edu/ws/index.php?pid=25818","I can not be ignorant of the fact that many worthy and patriotic citizens are desirous of having the National Constitution amended.",22,0,0,0.0454338936846888,0,0,0,0,0.0908677873693775,0.0454338936846888,0.0908677873693775,117
